store_id,CLUSTER,CLUSNAME,VAR1,n,avg
517,2,CL7,512,3955,95.756005057
532,2,CL7,527,3424,279.47283879
539,2,CL7,534,5765,20.682567216
545,2,CL7,540,7639,28.815289959
554,2,CL7,549,7420,22.764555256
558,2,CL7,552,3434,135.51310425
561,2,CL7,555,4037,133.50111469
568,2,CL7,562,7745,68.081471917
587,2,CL7,581,5347,152.71105293
589,2,CL7,583,3649,149.76596328
591,2,CL7,585,6494,252.52802587
593,2,CL7,587,5274,86.537732272
595,2,CL7,589,3919,45.747639704
597,2,CL7,591,13689,219.0941632
606,2,CL7,600,14604,36.981306491
613,2,CL7,607,4952,170.04664782
615,2,CL7,609,5815,30.885296647
629,2,CL7,623,4070,79.178869779
630,2,CL7,624,6546,29.086923312
637,2,CL7,631,4497,96.704914387
644,2,CL7,638,7298,17.157303371
651,2,CL7,645,7005,18.938187009
668,2,CL7,662,3884,129.91246138
674,2,CL7,668,3998,23.14032016
691,2,CL7,685,5874,162.44296902
697,2,CL7,691,7634,183.86193346
700,2,CL7,694,4635,43.954692557
719,2,CL7,713,8661,128.24362083
729,2,CL7,723,4573,62.738246228
750,2,CL7,744,4297,271.80730742
775,2,CL7,768,6270,75.717065391
782,2,CL7,775,4321,317.04443416
784,2,CL7,777,3966,27.291477559
798,2,CL7,791,4420,104.11561086
801,2,CL7,794,3885,144.46023166
822,2,CL7,814,13886,77.261702434
824,2,CL7,816,3263,47.840330984
825,2,CL7,817,3692,51.806338028
828,2,CL7,820,6392,77.694774718
848,2,CL7,840,3213,75.11826953
869,2,CL7,861,5619,50.174764193
873,2,CL7,865,7117,311.22214416
886,2,CL7,878,4105,97.666504263
890,2,CL7,882,4858,197.99382462
898,2,CL7,890,6458,158.27392382
914,2,CL7,905,3712,152.96578664
922,2,CL7,913,3338,144.24026363
923,2,CL7,914,5713,18.539996499
928,2,CL7,919,4796,100.38657214
946,2,CL7,937,6695,30.104107543
953,2,CL7,944,4622,165.34768498
958,2,CL7,949,7810,635.81664533
963,2,CL7,954,6305,53.588580492
978,2,CL7,969,3196,102.92834793
998,2,CL7,988,7272,108.74614961
1011,2,CL7,1001,11669,78.085011569
1012,2,CL7,1002,3979,358.87886404
1013,2,CL7,1003,5539,101.95179635
1017,2,CL7,1007,5027,81.038193754
1023,2,CL7,1013,4057,240.29381316
1026,2,CL7,1016,6242,131.88353092
1029,2,CL7,1019,5103,140.69312169
1046,2,CL7,1036,3645,63.094101509
1060,2,CL7,1050,7403,93.114007835
1062,2,CL7,1052,10588,208.18945977
1065,2,CL7,1055,3020,89.839735099
1073,2,CL7,1063,11896,67.386768662
1075,2,CL7,1065,3678,45.254214247
1076,2,CL7,1066,11700,415.46025641
1080,2,CL7,1069,12566,18.567642846
1088,2,CL7,1077,13820,53.009985528
1090,2,CL7,1079,3822,350.42307692
1094,2,CL7,1083,4621,204.14563947
1099,2,CL7,1088,7573,57.953915225
1103,2,CL7,1092,3491,120.8693784
1109,2,CL7,1098,12038,108.70659578
1132,2,CL7,1121,9162,170.36585898
1137,2,CL7,1125,6684,155.87312986
1140,2,CL7,1128,4271,132.24069305
1147,2,CL7,1135,6999,45.606658094
1150,2,CL7,1138,3262,31.152973636
1155,2,CL7,1143,6304,132.43115482
1167,2,CL7,1155,5620,141.88523132
1174,2,CL7,1162,6231,353.39319531
1176,2,CL7,1164,8927,105.47014675
1180,2,CL7,1168,3355,263.68733234
1182,2,CL7,1170,11798,28.89464316
1194,2,CL7,1182,6026,283.54497179
1199,2,CL7,1187,3672,415.15495643
1207,2,CL7,1195,5655,39.770645447
1236,2,CL7,1223,7441,245.55906464
1237,2,CL7,1224,7354,53.019989122
1240,2,CL7,1227,3105,106.50144928
1244,2,CL7,1231,15700,47.440382166
1256,2,CL7,1242,4950,119.91858586
1277,2,CL7,1263,4687,157.95306166
1314,2,CL7,1299,4045,83.494190358
1321,2,CL7,1306,4164,54.945965418
1323,2,CL7,1308,5507,177.00690031
1341,2,CL7,1326,3447,108.44415434
1344,2,CL7,1329,4321,598.79171488
1345,2,CL7,1330,6004,164.42704863
1348,2,CL7,1333,4563,49.640587333
1350,2,CL7,1335,4556,115.88432836
1356,2,CL7,1341,3081,36.325868225
1361,2,CL7,1346,3670,185.4986376
1363,2,CL7,1348,3367,255.23344223
1372,2,CL7,1356,3859,49.188909044
1379,2,CL7,1363,3504,348.56392694
1380,2,CL7,1364,6719,140.16535199
1390,2,CL7,1374,3432,39.701631702
1392,2,CL7,1376,12146,37.061337066
1396,2,CL7,1380,3456,302.77835648
1406,2,CL7,1390,3837,158.17018504
1410,2,CL7,1394,9538,160.74722164
1417,2,CL7,1401,6157,78.150885171
1418,2,CL7,1402,5771,98.805752902
1440,2,CL7,1424,5220,41.710153257
1446,2,CL7,1430,7349,163.67083957
1464,2,CL7,1448,8350,105.64586826
1466,2,CL7,1450,7813,93.374760015
1473,2,CL7,1457,5539,127.26827947
1477,2,CL7,1461,3030,55.550165017
1479,2,CL7,1463,4465,161.73796193
1482,2,CL7,1466,3463,101.64452787
1484,2,CL7,1468,6666,60.862286229
1485,2,CL7,1469,4304,24.856180297
1494,2,CL7,1478,7078,71.1746256
1495,2,CL7,1479,10341,76.345517842
1497,2,CL7,1481,4660,250.18583691
1501,2,CL7,1485,6641,32.502635145
1507,2,CL7,1491,7523,41.197261731
1512,2,CL7,1496,6000,181.195
1523,2,CL7,1506,14899,14.055305725
1526,2,CL7,1509,3885,220.9029601
1534,2,CL7,1517,4841,44.323900021
1535,2,CL7,1518,5880,174.17278912
1548,2,CL7,1528,10085,102.01705503
1551,2,CL7,1531,13047,20.11550548
1553,2,CL7,1533,4408,157.26383848
1561,2,CL7,1541,12507,109.19061326
1566,2,CL7,1546,6698,56.708271126
1576,2,CL7,1556,4465,173.38477044
1579,2,CL7,1558,3336,236.91906475
1592,2,CL7,1570,3385,131.56218612
1602,2,CL7,1580,3012,92.456175299
1606,2,CL7,1584,5963,203.60741238
1608,2,CL7,1586,4971,52.432307383
1616,2,CL7,1594,11361,51.442654696
1621,2,CL7,1599,6740,25.793916914
1626,2,CL7,1604,5450,195.15504587
1629,2,CL7,1607,6849,247.27887283
1658,2,CL7,1635,3386,150.27968104
1670,2,CL7,1647,4201,47.5993811
1676,2,CL7,1653,3650,192.34054795
1677,2,CL7,1654,12875,18.662135922
1678,2,CL7,1655,4327,136.59694939
1685,2,CL7,1661,4767,29.833438221
1689,2,CL7,1665,8432,243.48754744
1690,2,CL7,1666,4148,97.417791707
1692,2,CL7,1668,6228,48.45728966
1693,2,CL7,1669,4065,118.62263223
1695,2,CL7,1671,4980,165.16164659
1700,2,CL7,1676,9679,18.623204877
1714,2,CL7,1690,3713,86.631026124
1718,2,CL7,1694,4187,56.164318128
1731,2,CL7,1707,7423,256.55826485
1735,2,CL7,1711,5288,41.486951589
1736,2,CL7,1712,4526,62.144498453
1738,2,CL7,1714,3488,119.26404817
1748,2,CL7,1724,4971,91.221886944
1753,2,CL7,1729,3412,147.88481829
1768,2,CL7,1744,3911,143.65456405
1770,2,CL7,1746,4199,100.66444392
1771,2,CL7,1747,3602,60.144364242
1772,2,CL7,1748,5466,85.575557995
1786,2,CL7,1762,8642,43.087826892
1791,2,CL7,1767,3494,262.09473383
1793,2,CL7,1769,11289,107.26432811
1795,2,CL7,1771,10544,125.18124052
1,3,CL5,2,40,3698.75
44,3,CL5,43,8,9771.125
54,3,CL5,52,27,2358.3333333
85,3,CL5,83,50,6470
152,3,CL5,150,3,5500
192,3,CL5,190,16,7400
251,3,CL5,249,67,4303.6567164
255,3,CL5,253,5,7220
279,3,CL5,276,35,9911.3142857
291,3,CL5,288,90,6511.0777778
304,3,CL5,301,2,2967.5
320,3,CL5,317,16,10042.3125
330,3,CL5,327,20,3480
334,3,CL5,331,59,21334.745763
340,3,CL5,337,12,2313
370,3,CL5,367,196,5154.9540816
389,3,CL5,385,7,14642.857143
427,3,CL5,423,16,5990.625
433,3,CL5,429,279,3421.4731183
435,3,CL5,431,69,5531.6521739
495,3,CL5,490,22,3646.2727273
497,3,CL5,492,35,2873.2
501,3,CL5,496,29,3379.3103448
506,3,CL5,501,20,9417.25
536,3,CL5,531,12,20417.083333
584,3,CL5,578,138,2416.1811594
592,3,CL5,586,200,2822.61
599,3,CL5,593,3,3336.6666667
609,3,CL5,603,100,2796.99
617,3,CL5,611,3,2500
632,3,CL5,626,1,5000
682,3,CL5,676,21,2535.7142857
689,3,CL5,683,3,6669
715,3,CL5,709,8,2568.75
728,3,CL5,722,169,3620.8579882
767,3,CL5,761,49,4097.9591837
770,3,CL5,763,7,3185.7142857
771,3,CL5,764,15,4531.6666667
793,3,CL5,786,14,3382.1428571
800,3,CL5,793,44,3985.9090909
846,3,CL5,838,13,7403.8461538
860,3,CL5,852,26,4193.4615385
871,3,CL5,863,13,5765.3846154
876,3,CL5,868,8,3671.25
879,3,CL5,871,154,3939.1558442
974,3,CL5,965,69,2483.6956522
982,3,CL5,973,2,4677.5
1009,3,CL5,999,26,2847.6153846
1045,3,CL5,1035,27,2838.5185185
1053,3,CL5,1043,23,8840.1304348
1057,3,CL5,1047,45,4407.3111111
1085,3,CL5,1074,42,2966.6666667
1115,3,CL5,1104,23,3180.3478261
1129,3,CL5,1118,7,2800
1143,3,CL5,1131,80,4301.0375
1156,3,CL5,1144,219,3806.9041096
1231,3,CL5,1218,7,2821.4285714
1254,3,CL5,1240,14,2762.5
1269,3,CL5,1255,22,3557.0454545
1273,3,CL5,1259,12,11916.666667
1276,3,CL5,1262,555,3206.5405405
1279,3,CL5,1265,32,2721.875
1281,3,CL5,1267,46,3173.0434783
1326,3,CL5,1311,464,2544.7198276
1335,3,CL5,1320,54,2485.5925926
1336,3,CL5,1321,14,2837.3571429
1354,3,CL5,1339,2,5625
1355,3,CL5,1340,114,5865.1403509
1386,3,CL5,1370,6,2491.6666667
1412,3,CL5,1396,6,4970.8333333
1451,3,CL5,1435,15,3166.6666667
1504,3,CL5,1488,163,2548.2699387
1509,3,CL5,1493,19,2867.7368421
1530,3,CL5,1513,1,2750
1539,3,CL5,1521,7,4600
1563,3,CL5,1543,29,4133.9310345
1567,3,CL5,1547,144,3017.1944444
1605,3,CL5,1583,1,2500
1625,3,CL5,1603,9,2527.7777778
1650,3,CL5,1627,57,7299.5614035
1655,3,CL5,1632,7,4035.7142857
1657,3,CL5,1634,88,2727.6136364
1663,3,CL5,1640,17,3183.5294118
1669,3,CL5,1646,283,2554.4310954
1684,3,CL5,1660,6,6780
1701,3,CL5,1677,9,4477.7777778
1705,3,CL5,1681,29,7016.8965517
1734,3,CL5,1710,21,4211.9047619
1740,3,CL5,1716,25,5673.64
1760,3,CL5,1736,97,6530.1030928
1765,3,CL5,1741,121,2547.1900826
1783,3,CL5,1759,31,4553.2258065
0,4,CL6,1,68773,76.11433266
2,4,CL6,3,16829,95.968863272
65,4,CL6,63,17142,81.55786956
105,4,CL6,103,36063,82.940465297
126,4,CL6,124,16436,52.404417133
161,4,CL6,159,27170,192.715311
221,4,CL6,219,31409,80.016714954
234,4,CL6,232,18817,54.329914439
236,4,CL6,234,18045,109.41003048
285,4,CL6,282,18011,56.905890844
293,4,CL6,290,20250,112.97935802
323,4,CL6,320,25221,37.361643075
356,4,CL6,353,22718,24.491856678
428,4,CL6,424,33285,39.423283761
526,4,CL6,521,23639,50.070222937
528,4,CL6,523,18331,39.706671758
555,4,CL6,550,24015,41.802540079
753,4,CL6,747,39318,240.97362531
917,4,CL6,908,17355,73.830769231
942,4,CL6,933,23879,40.895640521
1024,4,CL6,1014,16847,197.6786965
1038,4,CL6,1028,25694,24.223631976
1044,4,CL6,1034,17159,96.3454164
1161,4,CL6,1149,17249,58.826888515
1209,4,CL6,1197,19222,149.36026428
1342,4,CL6,1327,33335,219.02885856
1366,4,CL6,1351,24946,57.108794997
1487,4,CL6,1471,17099,26.807591087
1575,4,CL6,1555,21026,29.581946162
1667,4,CL6,1644,17947,26.191006854
1716,4,CL6,1692,24748,60.25044448
847,5,CL16,839,2,49000
1600,5,CL16,1578,2,57750
