store_id,CLUSTER,CLUSNAME,VAR1,n,avg,hour2_p,hour6_p,hour10_p,hour14_p,hour18_p,hour22_p,mean_install,count_install_p,Prin1,Prin2,Prin3,Prin4,Prin5,Prin6,Prin7,Prin8,Prin9,Prin10
1462,2,CL12,1446,143,704.02097902,0,0,2.0979020979,16.083916084,39.160839161,20.979020979,0,0,-1.150435297,0.2996545515,-0.736247135,-0.11698797,-0.439246048,0.1156328433,0.1547878014,-0.75146666,0.0646353219,-0.202685529
1463,2,CL12,1447,991,37.217961655,0,0,15.640766902,39.556004036,43.895055499,0,0,0,0.0125535956,-0.884185116,-0.788808011,-0.347138312,-0.189178119,0.4490650056,0.0703553366,0.2488437548,0.1208425787,0.0962356903
1464,2,CL12,1448,8350,105.64586826,0.0838323353,0,2.8143712575,12.778443114,52.826347305,16.479041916,0.0007185629,0.000239521,-1.40077434,-0.367672032,-0.665591726,1.4648145362,0.7280063062,0.6344640112,0.3197454191,-0.456030145,0.0010281996,-0.06983527
1465,2,CL12,1449,1270,96.964566929,0.2362204724,0.157480315,0,0,46.614173228,28.188976378,0,0,-1.887486928,0.509196255,-0.85660183,0.4738030863,-0.264280547,-0.220964347,-0.110137307,-0.965746163,-0.032914805,-0.192337285
1470,2,CL12,1454,643,410.0622084,0.1555209953,0,3.8880248834,6.6874027994,81.648522551,2.33281493,0.0373250389,0.0124416796,-1.223180017,-0.410682191,-2.28907904,1.1190929617,-0.639841079,-0.316519984,-0.061156119,0.5883225188,0.0058372738,0.0948625202
1473,2,CL12,1457,5539,127.26827947,0,0,27.676475898,26.232171872,41.920924355,0.0902690016,0,0,-0.05071463,-1.07602222,-0.214992487,0.5795203015,0.5997885531,-0.037270822,0.2685201357,0.1813795804,0.0495688088,0.0066677144
1477,2,CL12,1461,3030,55.550165017,0,0,0.4620462046,17.128712871,61.815181518,5.8085808581,0,0,-1.091531383,-0.498885186,-1.466788222,0.8008897179,-0.171638399,0.3965089705,0.0403236013,0.1377829173,0.0431516679,-0.144748061
1482,2,CL12,1466,3463,101.64452787,0.057753393,0,0,7.305804216,59.803638464,16.170950043,0,0,-1.566654779,-0.099370874,-1.282076837,0.9825193372,-0.065410006,0.1433756889,0.0333398708,-0.324468473,0.0008809523,-0.09095783
1489,2,CL12,1473,326,288.43558282,0.3067484663,0,4.9079754601,6.4417177914,69.325153374,5.2147239264,0,0,-1.234065396,-0.319845202,-1.82023189,0.7762675341,-0.595544558,-0.351587761,-0.074242162,0.318536551,0.0241661946,-0.1105064
1492,2,CL12,1476,1856,87.191810345,0,0,35.614224138,26.077586207,36.530172414,0,0,0,0.1957524767,-0.97526859,-0.146359815,-0.105329776,0.1923021007,-0.611284387,0.0733807856,0.1732864497,0.0507339275,0.053865922
1503,2,CL12,1487,33,562.12121212,0,3.0303030303,18.181818182,21.212121212,51.515151515,0,0,0,-0.234256557,-0.623410517,-0.843212813,0.3105185966,-0.745854822,-0.261983629,-0.057397701,0.3370185503,0.0734467874,-0.011162009
1505,2,CL12,1489,595,124.08739496,0.1680672269,0,10.084033613,15.12605042,49.243697479,12.100840336,0,0,-0.963380387,-0.208703138,-0.978006302,0.1668747157,-0.314852447,-0.175302302,-0.05077488,-0.216165124,0.0320560198,-0.070340207
1508,2,CL12,1492,1053,105.49002849,0,0,0,4.8433048433,67.236467236,11.490978158,0,0,-1.529176288,-0.138229493,-1.740944775,0.845323771,-0.488280208,-0.154715813,-0.110331321,-0.023252795,0.0045511511,-0.113561421
1511,2,CL12,1495,254,1285.5314961,0,0,1.1811023622,40.551181102,47.637795276,5.1181102362,0.0118110236,0.0039370079,-0.239215468,-0.332608579,-1.180269664,-0.308624821,-0.601037926,0.8908635217,0.4797334481,0.0603095017,0.1935719976,0.0477713593
1516,2,CL12,1500,217,1031.2304147,0,0,9.2165898618,20.276497696,68.66359447,0,0.0875576037,0.0322580645,-0.475817764,-0.395646884,-1.85678387,0.5780971612,-0.594071196,-0.08812592,0.1778911694,0.5405571903,0.0238996935,0.1313442297
1521,2,CL12,1504,697,197.22238164,0,0,20.659971306,14.777618364,53.802008608,2.0086083214,0.0043041607,0.0014347202,-0.513202137,-0.640289939,-1.048803448,0.3332529915,-0.26476003,-0.578951627,-0.030498155,0.2661357503,0.0295934994,-0.054486539
1528,2,CL12,1511,2867,124.0003488,0,0,0.0697593303,11.510289501,60.481339379,12.765957447,0.0006975933,0.0003487967,-1.379342275,-0.2134981,-1.377654159,0.8374487374,-0.171103366,0.2222548302,0.0307519912,-0.169566599,0.0208673155,-0.086539375
1531,2,CL12,1514,714,198.85994398,0,0,40.056022409,12.745098039,46.638655462,0,0,0,-0.062830274,-0.880643579,-0.491451814,0.2133170238,-0.011481294,-1.321981051,-0.023083197,0.3110800213,0.0101641956,0.1044994795
1532,2,CL12,1515,2715,121.63609576,0.0368324125,0,0.3683241252,9.9079189687,56.979742173,16.35359116,0,0,-1.470757572,-0.071444384,-1.229896067,0.7553620303,-0.15210284,0.1594044121,0.0194618282,-0.358701912,0.0128276714,-0.086368683
1533,2,CL12,1516,473,312.84566596,0,0,18.604651163,0.8456659619,31.923890063,24.735729387,0,0,-1.223058036,0.3249865326,-0.155796693,0.0338734461,-0.106356413,-0.903051963,-0.040542969,-0.987027276,-0.033772042,-0.237588001
1534,2,CL12,1517,4841,44.323900021,0,2.3961991324,18.363974385,32.100805619,46.312745301,0,0,0,-0.100381104,-1.025957149,-0.383262756,0.6215315079,0.1270801531,0.4858392584,0.0954991489,0.2428923944,0.0722020653,0.0985706171
1535,2,CL12,1518,5880,174.17278912,0.4421768707,0,0,0.8673469388,53.452380952,21.598639456,0.0017006803,0.0006802721,-1.815848965,0.0853257448,-0.84114078,1.3263600069,0.3461164309,0.155273284,0.1549553161,-0.628318931,-0.035174775,-0.223900016
1540,2,CL12,1522,1192,146.95385906,0,0,18.288590604,25.419463087,51.677852349,0,0,0,-0.28776562,-0.806072629,-0.99673531,0.1480922285,-0.203970386,-0.107046297,0.0382189216,0.3301180951,0.0724772736,0.0211321998
1542,2,CL12,1523,2616,107.46636086,0,0,0.5351681957,12.5,64.793577982,7.4541284404,0,0,-1.247709125,-0.395939233,-1.579838397,0.8923774719,-0.252167002,0.2029127215,0.0115938671,0.1079633148,0.0298809256,-0.119926182
1550,2,CL12,1530,666,163.87687688,0.4504504505,0,0,10.660660661,48.348348348,27.627627628,0.012012012,0.003003003,-1.663135408,0.4346227038,-0.965290871,0.1879464492,-0.335526704,0.0622127918,-0.061021159,-0.857924378,0.012082785,0.0943372875
1552,2,CL12,1532,1944,250.41975309,0.6172839506,0,0.0514403292,6.5843621399,58.179012346,19.495884774,0.0015432099,0.0005144033,-1.643987227,0.1417560289,-1.272680602,0.7136956711,-0.266411537,0.0006797379,0.0096105569,-0.402111786,0.008803811,-0.02281139
1553,2,CL12,1533,4408,157.26383848,0,0,21.597096189,29.968239564,44.963702359,0.0226860254,0.0011343013,0.0004537205,-0.101925168,-1.000793035,-0.497668545,0.4018759336,0.3473195562,0.1995042569,0.2361782139,0.2262912389,0.073723684,0.0306893465
1556,2,CL12,1536,917,322.30098146,0.2181025082,0,0.5452562704,8.6150490731,65.648854962,12.977099237,0.0294438386,0.0109051254,-1.40383562,-0.02673504,-1.683728209,0.7283376372,-0.479118728,-0.060661802,-0.044404021,-0.064481459,-0.001386237,0.0064471705
1560,2,CL12,1540,819,81.815628816,0,0.1221001221,37.484737485,21.855921856,39.072039072,0,0,0,0.1356613911,-0.921389686,-0.26134513,-0.116211394,0.0309738461,-0.901354701,-0.012455414,0.2160016701,0.0368493019,0.0677260114
1562,2,CL12,1542,762,160.76377953,0.1312335958,0,0.5249343832,9.4488188976,64.041994751,9.4488188976,0,0,-1.333002091,-0.198877697,-1.655883772,0.6485011754,-0.514437814,-0.042951894,-0.077764315,0.0431231124,0.0257471898,-0.140424295
1564,2,CL12,1544,4,90,0,0,25,0,50,0,0,0,-0.637457761,-0.5557486,-0.914301193,0.4551886039,-0.305259433,-1.251275886,-0.178171994,0.269827356,-0.033207191,-0.477215854
1566,2,CL12,1546,6698,56.708271126,0.0149298298,4.329650642,19.722305166,27.859062407,39.160943565,1.418333831,0.0026873694,0.0010450881,-0.095451727,-0.983987291,0.1632953933,0.9815493402,0.2577569174,0.526702259,0.0695793643,0.0657392399,0.036210441,-0.065336885
1571,2,CL12,1551,1070,257.20654206,1.5887850467,0.0934579439,40.934579439,2.0560747664,20.280373832,21.028037383,0,0,-0.642387138,0.0608297248,0.7087163868,-0.186764455,0.3190362886,-1.569998104,-0.009876349,-0.748026466,-0.049283726,-0.072820892
1574,2,CL12,1554,3115,208.88346709,0.0321027287,0,13.93258427,12.969502408,62.439807384,2.4077046549,0.0057784912,0.0025682183,-0.80417537,-0.686782822,-1.288384588,0.9280681267,-0.041984668,-0.221209788,0.0748770038,0.3245624203,0.0193362484,-0.021520581
1576,2,CL12,1556,4465,173.38477044,0.0447928331,0,0.0447928331,4.9720044793,72.407614782,11.17581187,0.0008958567,0.0004479283,-1.606047164,-0.328150324,-1.686011231,1.4776796983,-0.031446241,0.1093767395,0.0834167877,0.0368775672,-0.000712707,0.0120613897
1579,2,CL12,1558,3336,236.91906475,0,0,34.262589928,18.135491607,46.372901679,0,0.0023980815,0.0008992806,-0.086369364,-0.976899936,-0.405631911,0.5068213094,0.307769414,-0.728060524,0.1490543906,0.2743800133,0.0260752509,0.0855970859
1585,2,CL12,1563,1493,144.40991293,0,0,0,7.2337575352,68.385800402,8.6403215003,0,0,-1.414559072,-0.263864432,-1.776023885,0.9035926918,-0.447524079,-0.048274943,-0.063229042,0.1076605906,0.0163914849,-0.12381331
1587,2,CL12,1565,114,93.596491228,0,0,0,0,55.263157895,23.684210526,0,0,-1.83061079,0.368474861,-1.290076608,0.4927481863,-0.495349624,-0.347190483,-0.171731005,-0.679187724,-0.023187902,-0.126276201
1589,2,CL12,1567,435,294.30574713,0,0,0.2298850575,1.6091954023,68.505747126,14.252873563,0,0,-1.648428633,0.0216900097,-1.797722512,0.8454818737,-0.596085142,-0.325563751,-0.08930263,-0.114492076,0.0034892647,-0.057596355
1590,2,CL12,1568,109,57.733944954,0,0.9174311927,18.348623853,35.779816514,44.95412844,0,0,0,0.0124571654,-0.83637747,-0.76832959,-0.315271746,-0.395684268,0.1810120146,-0.037736341,0.2755532381,0.1060934939,0.1215639691
1592,2,CL12,1570,3385,131.56218612,0,0,37.518463811,10.576070901,46.558345643,0.4431314623,0,0,-0.206467006,-0.949172201,-0.348877307,0.6619330103,0.3570343803,-1.07987947,0.0753719414,0.249856939,-0.009310641,0.0002722177
1594,2,CL12,1572,2560,372.42460938,0,0,25.703125,14.4140625,54.609375,0.625,0.01953125,0.00703125,-0.37188935,-0.77506846,-0.889026244,0.6632301688,0.0432377404,-0.626815218,0.1116748887,0.3335142426,0.0132271566,0.0297944825
1598,2,CL12,1576,914,191.25164114,4.4857768053,0,17.177242888,3.829321663,26.039387309,34.354485777,0.0032822757,0.0010940919,-1.636521221,0.8440736372,0.3559159663,-0.244300431,0.131440824,-0.655916677,-0.032505669,-0.949347743,-0.027953476,0.0632381049
1601,2,CL12,1579,4,266.25,0,0,25,25,50,0,0,0,-0.122416791,-0.800066219,-0.906194829,-0.059204798,-0.304671364,-0.458088596,0.0235972547,0.3430994646,0.0760289872,0.1296337548
1604,2,CL12,1582,1264,419.8568038,0,0,1.0284810127,5.8544303797,86.708860759,0.5537974684,0.0284810127,0.0110759494,-1.304388642,-0.493827243,-2.486897679,1.3510824938,-0.631840496,-0.206810055,-0.030732709,0.6944943948,0.0050536695,0.0740066559
1617,2,CL12,1595,14,60.714285714,0,0,28.571428571,21.428571429,50,0,0,0,-0.151746212,-0.841418768,-0.844077705,-0.00298547,-0.2408202,-0.692696202,-0.06953035,0.3461317567,0.0484317861,0.1289131374
1618,2,CL12,1596,48,1463.5416667,0,0,2.0833333333,22.916666667,50,12.5,0,0,-0.795647657,0.0537328795,-1.188626019,0.0508890331,-0.646752029,0.2666457615,0.452622064,-0.238918684,0.1422480356,-0.043514408
1631,2,CL12,1609,1135,153.56211454,1.3215859031,0.0881057269,25.374449339,11.453744493,43.964757709,9.1629955947,0.0070484581,0.0026431718,-0.656218853,-0.34713602,-0.473340985,0.1972938275,-0.030641181,-0.772784837,-0.033893479,-0.004279996,0.0006191817,-0.00750821
1633,2,CL12,1611,449,114.87082405,1.5590200445,2.004454343,38.975501114,20.489977728,34.743875278,0.6681514477,0,0,0.1392643776,-0.75605271,0.1104743096,-0.135106982,-0.148657253,-0.9517728,-0.122893882,0.3123174228,0.0292391604,0.0571978717
1642,2,CL12,1620,421,99.93111639,2.1377672209,0,6.6508313539,10.451306413,53.206650831,16.864608076,0,0,-1.394308508,0.1116144051,-1.042044718,0.2529288407,-0.34408394,-0.206139722,-0.092797504,-0.150143797,0.019945911,0.0402962989
1644,2,CL12,1622,321,111.9470405,0,0,15.264797508,23.052959502,48.286604361,5.9190031153,0,0,-0.515433552,-0.522689092,-0.938624605,-0.034394771,-0.313835161,-0.131655757,-0.026800564,0.0389185633,0.0618866385,0.0062533772
1646,2,CL12,1624,11,412.72727273,0,0,0,36.363636364,63.636363636,0,0.1818181818,0.0909090909,-0.131365454,-0.268023428,-1.946335481,0.1245714523,-0.499428282,0.8019250359,-0.101232935,0.4814995456,-0.173578096,0.1802161522
1647,2,CL12,1625,961,209.57752341,0,0,29.968782518,15.81685744,53.590010406,0,0,0,-0.267276553,-0.841479112,-0.879884486,0.344311122,-0.132430209,-0.860383104,0.0002702054,0.378924802,0.0322334297,0.119291391
1648,2,CL12,1626,26,234.42307692,0,0,0,0,88.461538462,3.8461538462,0,0,-1.60593042,-0.364258349,-2.595818649,1.2787456675,-0.826082473,-0.459483338,-0.163754993,0.5813075111,0.0098808863,0.0663598751
1652,2,CL12,1629,905,306.16353591,0,0,2.4309392265,12.70718232,72.26519337,2.320441989,0.0110497238,0.0044198895,-1.077830313,-0.476841909,-1.970466462,0.8251634189,-0.564614534,-0.025793885,-0.021498713,0.4432166423,0.0378980423,-0.045970719
1653,2,CL12,1630,211,178.31753555,0,0,35.071090047,14.691943128,37.914691943,4.7393364929,0,0,-0.155176699,-0.631036198,-0.27311774,-0.104420607,-0.060424045,-1.094573225,-0.037612036,-0.010579808,0.0150223607,-0.03420085
1662,2,CL12,1639,1387,46.183850036,0.8651766402,0.5046863735,29.343907714,23.21557318,39.293439077,2.5234318673,0.0021629416,0.0007209805,-0.105938424,-0.741187827,-0.275659314,-0.049695825,0.0152496374,-0.498588142,-0.013071707,0.1843978741,0.0418173956,0.0233519599
1665,2,CL12,1642,273,83.996336996,0,0,8.0586080586,28.571428571,56.043956044,0,0,0,-0.460661859,-0.706073132,-1.378833473,0.0400599724,-0.471077579,0.2770265611,-0.022311972,0.3711039448,0.0932531554,-0.031916616
1666,2,CL12,1643,978,125.28527607,0.1022494888,0.7157464213,23.517382413,28.323108384,33.231083845,6.2372188139,0.0112474438,0.0040899796,-0.082607405,-0.577362749,-0.191284997,-0.31328132,-0.089961423,-0.142802455,0.005807747,-0.137548298,0.0544665325,-0.033287018
1670,2,CL12,1647,4201,47.5993811,0.7617233992,0,5.9747679124,28.278981195,41.418709831,14.520352297,0.0097595811,0.0014282314,-0.840612915,-0.319291297,-0.490693988,0.2548742586,0.2608300202,0.7176953679,0.1765551277,-0.372182607,0.0688894616,0.0340717017
1671,2,CL12,1648,9,977.77777778,0,0,0,0,88.888888889,0,0.6666666667,0.2222222222,-0.405870444,0.7753846847,-3.089392597,1.6399807131,-0.418418636,-0.391824558,-0.547015003,0.7481202499,-0.537180638,-0.019582593
1675,2,CL12,1652,2446,104.9893704,0,0,4.2109566639,13.041700736,55.968928863,11.937857727,0,0,-1.198692113,-0.260573333,-1.190116419,0.6442669774,-0.157999272,0.1005706383,0.0165369069,-0.178067633,0.0237819796,-0.096514059
1676,2,CL12,1653,3650,192.34054795,0.0273972603,0,0.0821917808,7.7808219178,75.780821918,8.3561643836,0.0043835616,0.001369863,-1.488534402,-0.412844785,-1.881604857,1.3810656007,-0.181729897,0.1205524572,0.0567452276,0.2106556972,0.0151144438,0.0740379717
1685,2,CL12,1661,4767,29.833438221,0,0,6.6079295154,29.34759807,50.576882735,1.0908328089,0,0,-0.507791167,-0.851141189,-0.907400145,0.5901635708,0.2127013041,0.7372432141,0.1950859996,0.2011182582,0.0765336316,-0.160636067
1686,2,CL12,1662,30,87.666666667,0,6.6666666667,3.3333333333,16.666666667,56.666666667,0,0,0,-0.633021875,-0.485307423,-0.990382143,0.7618810132,-1.277265697,0.2299423822,-0.467108194,0.3495217989,0.0314430007,-0.251820312
1690,2,CL12,1666,4148,97.417791707,2.1215043394,0.7714561234,31.798457088,17.381870781,37.536162006,5.3519768563,0,0,-0.322679248,-0.669352567,0.1183068913,0.4347894139,0.4527426275,-0.526248499,0.107877308,0.1552885838,0.0131739047,0.0187277635
1693,2,CL12,1669,4065,118.62263223,0,0,5.8794587946,18.696186962,65.141451415,0.196801968,0,0,-0.841122413,-0.798355445,-1.468217873,1.0213806436,-0.012881057,0.3221732327,0.1208797889,0.4217000191,0.0499479726,-0.083158374
1694,2,CL12,1670,683,259.41581259,0.1464128843,0,25.622254758,9.663250366,39.824304539,13.762811127,0,0,-0.708974974,-0.222386821,-0.378156859,0.0825722396,-0.079984302,-0.879890146,-0.011174284,-0.375459468,0.0019771289,-0.021096268
1695,2,CL12,1671,4980,165.16164659,0,0,13.875502008,29.277108434,52.269076305,0.0200803213,0.0046184739,0.0018072289,-0.338390501,-0.962393026,-0.83944058,0.6675826474,0.2984007795,0.4818859068,0.2514407977,0.2947243922,0.074222408,0.0199775246
1699,2,CL12,1675,452,43.068584071,0,0.2212389381,20.132743363,32.522123894,44.690265487,0,0,0,-0.037660125,-0.842684934,-0.76030076,-0.253946515,-0.25155699,0.0225014309,-0.004334687,0.2637910493,0.091912212,0.0605977252
1703,2,CL12,1679,1652,93.193099274,0,0,0.2421307506,11.380145278,56.355932203,13.559322034,0,0,-1.347386072,-0.114630824,-1.309923338,0.5619793808,-0.313503694,0.1256182863,-0.038289142,-0.248642999,0.0211479526,-0.165243901
1704,2,CL12,1680,287,115.7804878,0.6968641115,0,0,2.4390243902,51.567944251,27.177700348,0,0,-1.875368093,0.4986062121,-1.086998035,0.3586744209,-0.417510193,-0.238070778,-0.135148323,-0.786267814,-0.014421949,-0.031008302
1706,2,CL12,1682,837,219.27359618,0,0,21.027479092,12.66427718,59.020310633,1.0752688172,0.0059737157,0.0023894863,-0.572391098,-0.680750843,-1.219268657,0.5141833122,-0.279863554,-0.663466684,-0.033723751,0.372768127,0.0212572416,0.0083129263
1707,2,CL12,1683,1154,119.29809359,0,0,3.4662045061,13.864818024,59.965337955,8.0589254766,0,0,-1.111872763,-0.328814712,-1.459927762,0.5339623058,-0.39873013,0.0352683361,-0.045350425,0.0438861838,0.0359590869,-0.120639007
1709,2,CL12,1685,1315,95.800760456,0,0,22.965779468,33.079847909,41.140684411,0,0.0038022814,0.0015209125,0.061533197,-0.886817789,-0.554629892,-0.221265632,-0.050860646,0.0111276044,0.0741865149,0.2160334841,0.0864085297,0.0422841364
1714,2,CL12,1690,3713,86.631026124,0.0269323997,0,22.219229733,26.824670078,49.313223808,0,0,0,-0.201310085,-0.983399476,-0.678213609,0.4445431842,0.2313753157,0.0105923305,0.1555775604,0.2934824879,0.0630994441,0.0845149111
1719,2,CL12,1695,1736,232.21140553,0,0,10.714285714,4.7235023041,72.926267281,0.7488479263,0.0017281106,0.0005760369,-1.078241778,-0.612031656,-1.804715978,1.1214409262,-0.36721384,-0.512927272,-0.038028201,0.5153827736,0.0074795726,-0.079080274
1721,2,CL12,1697,142,152.84507042,0,0.7042253521,20.422535211,14.084507042,59.154929577,0,0,0,-0.520523352,-0.706039785,-1.231562863,0.4306499188,-0.463890468,-0.632877057,-0.119006881,0.427091688,0.0318382387,0.0130279464
1722,2,CL12,1698,199,144.22613065,0.5025125628,0,20.603015075,14.070351759,43.216080402,8.5427135678,0,0,-0.631487156,-0.346216285,-0.63967205,0.0018876052,-0.2286613,-0.602391388,-0.061526481,-0.085029406,0.0224118725,-0.116969839
1724,2,CL12,1700,396,118.43686869,0,0,27.525252525,16.919191919,53.787878788,0,0,0,-0.298003272,-0.812223561,-0.965390778,0.2348997486,-0.231719397,-0.780600838,-0.057134215,0.3805431375,0.0351003484,0.0934101916
1728,2,CL12,1704,285,49.126315789,0,0,16.842105263,36.49122807,45.614035088,0,0,0,-0.033310207,-0.842090363,-0.874500347,-0.355538651,-0.293053523,0.2452565235,0.021141372,0.2767125907,0.1117425196,0.0969230466
1730,2,CL12,1706,1245,186.28433735,0,0,26.104417671,21.606425703,49.156626506,0.3212851406,0.0120481928,0.0040160643,-0.176001142,-0.814317504,-0.781093537,0.1805359016,-0.0886568,-0.49825754,0.0282598253,0.300504141,0.0423009887,0.0615847955
1739,2,CL12,1715,1330,462.89924812,0,0,11.052631579,14.812030075,68.421052632,0.3759398496,0.0330827068,0.0127819549,-0.728229299,-0.590888518,-1.699377665,0.7866831652,-0.388328056,-0.226082605,0.0519271726,0.5002218849,0.0216698471,0.0450432377
1741,2,CL12,1717,314,175.91082803,0,0.3184713376,1.9108280255,15.605095541,66.560509554,4.7770700637,0,0,-1.059526818,-0.410975207,-1.770277571,0.5517657811,-0.634183981,0.0657290826,-0.083271563,0.2765360936,0.0534900586,-0.045802687
1742,2,CL12,1718,2072,122.41505792,0.0482625483,0,0.3861003861,8.1081081081,51.592664093,26.785714286,0.0014478764,0.0004826255,-1.732702837,0.3012768253,-0.995410242,0.5303106932,-0.162835725,0.0686720349,-0.013424709,-0.842435356,-0.000046239,0.088010639
1743,2,CL12,1719,419,288.04534606,0.477326969,0,0.477326969,2.8639618138,60.143198091,20.286396181,0.0071599045,0.0023866348,-1.713454559,0.2648452778,-1.438501762,0.6035288471,-0.498100712,-0.264490392,-0.081156974,-0.414009748,-0.0038458,-0.024385239
1746,2,CL12,1722,745,200.12348993,0,0,8.322147651,15.570469799,62.818791946,3.2214765101,0.0040268456,0.0013422819,-0.859864335,-0.520527554,-1.547696579,0.520704683,-0.448717984,-0.130381429,-0.034260544,0.3030591249,0.0451445561,-0.052820645
1747,2,CL12,1723,626,95.431309904,0,0.3194888179,10.862619808,37.539936102,49.680511182,0,0.0191693291,0.0079872204,-0.125590639,-0.774096822,-1.080519359,-0.19740105,-0.358187477,0.5211568477,0.0168811818,0.3134912017,0.0967331782,0.0945543484
1750,2,CL12,1726,9,502.77777778,0,0,0,22.222222222,77.777777778,0,0,0,-0.912067918,-0.595580665,-2.268643163,0.6264821746,-0.793055331,0.2679009874,0.0622297272,0.6414717145,0.1084657662,0.1923850106
1751,2,CL12,1727,1413,112.25336164,0,0.0707714084,0.6369426752,11.464968153,62.774239207,11.535739561,0,0,-1.342507413,-0.203626635,-1.547984517,0.6728807476,-0.403072407,0.0774227658,-0.053188928,-0.071562862,0.0270925239,-0.052154245
1752,2,CL12,1728,1670,87.117365269,0,0,19.820359281,25.628742515,41.077844311,4.251497006,0,0,-0.275426698,-0.674359328,-0.542642944,-0.030963597,-0.023331369,-0.0833808,0.0536077186,0.0112672602,0.0602791025,-0.070621381
1756,2,CL12,1732,359,57.144846797,0,0.5571030641,17.270194986,35.933147632,46.239554318,0,0,0,-0.029938578,-0.845912267,-0.84067977,-0.278668477,-0.341455803,0.231521555,-0.006126541,0.2869114535,0.1082498822,0.1238864276
1757,2,CL12,1733,28,1696.4285714,0,0,10.714285714,17.857142857,67.857142857,3.5714285714,0,0,-0.642052017,-0.322878046,-1.72763306,0.5763676347,-0.737540165,-0.268417861,0.4930844958,0.3908280024,0.1424166296,0.2043377494
1758,2,CL12,1734,1928,64.213174274,0,0.0518672199,14.056016598,33.350622407,45.643153527,0.0518672199,0,0,-0.166596332,-0.845720464,-0.80963944,-0.028841433,-0.095731241,0.3796250128,0.0890133024,0.2390446087,0.0963453905,-0.044763152
1763,2,CL12,1739,1787,40.613318411,0,0,8.3379966424,32.960268607,46.278679351,4.4767767208,0,0,-0.415433716,-0.649687533,-0.900982718,-0.049755693,-0.156453976,0.5609310682,0.0736277337,0.0527189267,0.0964540096,-0.024043322
1764,2,CL12,1740,273,336.1978022,0.3663003663,0,13.919413919,5.8608058608,54.578754579,14.285714286,0.010989011,0.0036630037,-1.154757722,-0.051245518,-1.094591643,0.423628886,-0.362245837,-0.653461747,-0.051781268,-0.209351256,-0.001737409,0.0170714181
1767,2,CL12,1743,2258,100.07307352,0,0,27.679362267,25.066430469,43.224092117,0.2657218778,0,0,-0.055158552,-0.916901275,-0.477843274,0.126204749,0.1174480571,-0.344271496,0.0843288513,0.222160637,0.054594711,0.023381496
1768,2,CL12,1744,3911,143.65456405,0,4.3211454871,22.1171056,34.543594988,36.205574022,0,0.0104832524,0.0040910253,0.2117259742,-0.947040811,0.0975365535,0.3670518349,-0.106070961,0.4328592049,-0.008779449,0.1330127164,0.0645252403,0.0318549774
1778,2,CL12,1754,2551,96.659349275,0.7840062721,0.6272050176,0.7448059584,5.4096432771,58.290866327,19.404155233,0.0035280282,0.0007840063,-1.671504127,0.1023004702,-1.168460997,0.8638408516,-0.215549115,0.0116502146,-0.057938911,-0.383484983,-0.007458563,-0.016707195
1779,2,CL12,1755,1499,192.66444296,0.0667111408,0,29.019346231,6.0040026684,52.768512342,3.4022681788,0,0,-0.577715131,-0.648080593,-0.800823569,0.5977775586,-0.049006491,-1.091241313,-0.029897825,0.2038364942,-0.010404468,-0.046003029
1781,2,CL12,1757,718,116.47771588,0.6963788301,0,20.055710306,22.005571031,48.050139276,3.8997214485,0,0,-0.425455798,-0.602118791,-0.807116463,0.031539532,-0.197400755,-0.299446444,-0.008588513,0.2042526273,0.0559363761,0.0334292652
1782,2,CL12,1758,1309,170.0473644,0,0,24.980901451,10.77158136,61.344537815,0.1527883881,0.0068754775,0.0022918258,-0.546046108,-0.781349211,-1.206651763,0.6701459482,-0.180548056,-0.832851302,-0.039328247,0.4480860824,0.0100902492,0.0862100652
1787,2,CL12,1763,62,80.35483871,3.2258064516,0,4.8387096774,25.806451613,29.032258065,19.35483871,0,0,-0.990632244,0.2738052487,-0.20472543,-0.663593414,-0.21723982,0.3985537037,-0.011814065,-0.437502556,0.0706518098,-0.159509616
1789,2,CL12,1765,26,397,0,0,0,0,76.923076923,0,0,0,-1.354607956,-0.365022038,-2.246427966,1.0725999235,-0.791922313,-0.435206292,-0.096841014,0.5638779515,0.0135963573,-0.369603661
1790,2,CL12,1766,1609,691.5083903,0,0,23.555003108,11.55997514,55.376009944,0.4972032318,0.0292106899,0.0105655687,-0.405620058,-0.609433961,-1.026833478,0.6264472294,-0.158071536,-0.730036716,0.1534992589,0.3433422077,0.0137345036,-0.073692338
1791,2,CL12,1767,3494,262.09473383,0,0,25.014310246,7.3840870063,57.012020607,2.2896393818,0.0062965083,0.0020034345,-0.643002299,-0.746739627,-0.895318815,0.9821376545,0.1601835088,-0.754990701,0.0926429888,0.2706082488,-0.007530466,-0.039093198
1794,2,CL12,1770,454,1185.8237885,0,0.2202643172,18.502202643,13.656387665,60.792951542,0.2202643172,0.0594713656,0.0198237885,-0.384237784,-0.425240004,-1.38000482,0.5922429094,-0.477326364,-0.597447988,0.2406689697,0.4330136403,0.0359345751,-0.003041804
4,3,CL13,5,2082,129.83285303,0,0,57.925072046,18.828049952,22.958693564,0,0,0,0.6185808798,-1.094244697,0.7036236073,-0.22486894,0.5525068741,-1.591222189,0.081423274,0.0408580314,0.0022332113,0.0564262105
